,0,1,clean nationality abbreviation
175260,SG,SG,SG
175261,SG,SG,SG
175262,SG,SG,SG
175263,MY,,MY
175264,SG,SG,SG
175265,SG,SG,SG
175266,MY,MY,MY
175267,SG,SG,SG
175268,MY,,MY
175269,MY,Malaysian,MY
175270,HK,Hong Kong,HK
175271,SG,SG,SG
175272,MY,Malaysia,MY
175273,MY,MY,MY
175274,SG,US,US
175275,SG,SG,SG
175276,MY,Malaysia,MY
175277,MY,,MY
175278,SG,MYS,MY
175279,SG,SG,SG
175280,SG,SG,SG
175281,HK,HK,HK
175282,MY,,MY
175283,SG,,SG
175284,SG,SG,SG
175285,MY,Malaysia,MY
175286,SG,SG,SG
175287,MY,Malaysia,MY
175288,MY,MY,MY
175289,SG,,SG
175290,SG,CN,CN
175291,SG,SG,SG
175292,MY,MY,MY
175293,SG,SG,SG
175294,MY,,MY
175295,HK,Hong Kong,HK
175296,MY,MY,MY
175297,MY,Malaysia,MY
175298,SG,SG,SG
175299,SG,MY,MY
175300,MY,MY,MY
175301,MY,Malaysian,MY
175302,SG,BD,BD
175303,MY,MY,MY
175304,SG,SG,SG
175305,SG,SG,SG
175306,SG,MY,MY
175307,SG,SG,SG
175308,SG,SG,SG
175309,SG,VN,VN
175310,MY,,MY
175311,SG,PH,PH
175312,SG,SG,SG
175313,SG,SG,SG
175314,SG,SG,SG
175315,HK,,HK
175316,SG,SG,SG
175317,SG,MYS,MY
175318,SG,SG,SG
175319,MY,,MY
175320,SG,MY,MY
175321,MY,Malaysian,MY
175322,SG,SG,SG
175323,SG,SG,SG
175324,SG,,SG
175325,SG,SG,SG
175326,MY,,MY
175327,SG,,SG
175328,SG,SG,SG
175329,MY,MY,MY
175330,SG,SGP,SG
175331,MY,,MY
175332,SG,SG,SG
175333,SG,SG,SG
175334,SG,SG,SG
175335,SG,IN,IN
175336,MY,,MY
175337,MY,,MY
175338,MY,,MY
175339,HK,US,US
175340,SG,,SG
175341,SG,SG,SG
175342,MY,MY,MY
175343,SG,SG,SG
175344,SG,SG,SG
175345,MY,,MY
175346,SG,SG,SG
175347,SG,SG,SG
175348,TH,Thailand,TH
175349,MY,MY,MY
175350,SG,SGP,SG
175351,MY,MY,MY
175352,SG,,SG
175353,MY,Malaysian,MY
175354,MY,MY,MY
175355,SG,SG,SG
175356,MY,Malaysia,MY
175357,SG,SG,SG
175358,MY,MY,MY
175359,MY,,MY
175360,SG,CN,CN
175361,SG,SG,SG
175362,SG,PH,PH
175363,SG,SG,SG
175364,SG,PH,PH
175365,MY,MY,MY
175366,MY,MY,MY
175367,MY,Malaysia,MY
175368,MY,Malaysian,MY
175369,MY,MY,MY
175370,SG,SG,SG
175371,SG,MYS,MY
175372,SG,MY,MY
175373,MY,,MY
175374,MY,MY,MY
175375,SG,SG,SG
175376,SG,SG,SG
175377,MY,MY,MY
175378,SG,MM,MM
175379,HK,,HK
175380,MY,MY,MY
175381,MY,MY,MY
175382,MY,,MY
175383,SG,SG,SG
175384,SG,SG,SG
175385,MY,Malaysia,MY
175386,SG,MY,MY
175387,HK,Hong Kong,HK
175388,MY,Malaysian,MY
175389,SG,SG,SG
175390,SG,PH,PH
175391,SG,SG,SG
175392,SG,SG,SG
175393,SG,IN,IN
175394,SG,,SG
175395,MY,Malaysia,MY
175396,MY,Malaysia,MY
175397,MY,,MY
175398,SG,SG,SG
175399,TH,Thailand,TH
175400,MY,MY,MY
175401,MY,,MY
175402,HK,,HK
175403,MY,,MY
175404,MY,Malaysia,MY
175405,SG,SG,SG
175406,MY,,MY
175407,MY,MALAYSIA,MY
175408,SG,PH,PH
175409,HK,Hong Kong,HK
175410,SG,,SG
175411,MY,MY,MY
175412,SG,SG,SG
175413,SG,SG,SG
175414,MY,Malaysia,MY
175415,SG,SG,SG
175416,SG,MY,MY
175417,MY,Malaysia,MY
175418,SG,SG,SG
175419,SG,SG,SG
175420,SG,SG,SG
175421,SG,SGP,SG
175422,SG,SG,SG
175423,SG,,SG
175424,MY,MY,MY
175425,MY,920114145876,MY
175426,MY,MY,MY
175427,SG,SG,SG
175428,SG,AU,AU
175429,MY,MY,MY
175430,MY,MY,MY
175431,SG,SG,SG
175432,SG,SG,SG
175433,SG,SG,SG
175434,SG,SG,SG
175435,SG,SG,SG
175436,SG,SG,SG
175437,SG,SG,SG
175438,MY,MY,MY
175439,MY,,MY
175440,MY,Malaysia,MY
175441,MY,MY,MY
175442,MY,MY,MY
175443,MY,MY,MY
175444,SG,SG,SG
175445,SG,SG,SG
175446,SG,,SG
175447,MY,,MY
175448,MY,,MY
175449,TH,,TH
175450,SG,SG,SG
175451,SG,SG,SG
175452,SG,SG,SG
175453,SG,SG,SG
175454,SG,SG,SG
175455,SG,MY,MY
175456,SG,SG,SG
175457,SG,SG,SG
175458,SG,SG,SG
175459,SG,SG,SG
175460,MY,MY,MY
175461,MY,MALAYSIA,MY
175462,SG,SG,SG
175463,MY,Warganegara,MY
175464,MY,Malaysia,MY
175465,SG,SG,SG
175466,MY,Malaysia,MY
175467,MY,MY,MY
175468,MY,,MY
175469,SG,SG,SG
175470,MY,malaysia,MY
175471,SG,SG,SG
175472,MY,MY,MY
175473,MY,MY,MY
175474,SG,SG,SG
175475,SG,SG,SG
175476,SG,SG,SG
175477,MY,,MY
175478,TH,ไทย,TH
175479,SG,PH,PH
175480,SG,SG,SG
175481,SG,MY,MY
175482,SG,,SG
175483,MY,Malaysian,MY
175484,SG,SG,SG
175485,MY,MY,MY
175486,SG,SG,SG
175487,SG,,SG
175488,SG,SG,SG
175489,MY,MY,MY
175490,SG,,SG
175491,SG,SG,SG
175492,MY,MY,MY
175493,MY,MY,MY
175494,SG,SG,SG
175495,MY,MY,MY
175496,SG,,SG
175497,MY,MY,MY
175498,SG,CN,CN
175499,SG,,SG
175500,MY,MY,MY
175501,MY,,MY
175502,SG,SG,SG
175503,SG,SG,SG
175504,SG,SG,SG
175505,SG,MY,MY
175506,MY,Malaysian,MY
175507,MY,Malaysian,MY
175508,SG,,SG
175509,MY,Malaysia,MY
175510,SG,SG,SG
175511,SG,SG,SG
175512,MY,MY,MY
175513,MY,MY,MY
175514,MY,MY,MY
175515,MY,Malaysia,MY
175516,MY,Malaysian,MY
175517,MY,MY,MY
175518,SG,SG,SG
175519,SG,SG,SG
175520,MY,,MY
175521,MY,MY,MY
175522,SG,SG,SG
175523,SG,SG,SG
175524,SG,SG,SG
175525,MY,MY,MY
175526,MY,Malaysia,MY
175527,MY,MY,MY
175528,SG,MY,MY
175529,SG,,SG
175530,MY,MY,MY
175531,MY,,MY
175532,SG,SG,SG
175533,MY,MY,MY
175534,SG,FILIPINO,PH
175535,SG,SG,SG
175536,SG,SG,SG
175537,SG,,SG
175538,SG,SG,SG
175539,SG,SG,SG
175540,SG,SG,SG
175541,SG,SG,SG
175542,SG,SG,SG
175543,MY,MY,MY
175544,SG,SG,SG
175545,SG,SG,SG
175546,MY,MY,MY
175547,SG,SG,SG
175548,SG,MY,MY
175549,MY,Malaysia,MY
175550,SG,,SG
175551,HK,HK,HK
175552,SG,SG,SG
175553,SG,SG,SG
175554,SG,SG,SG
175555,SG,,SG
175556,SG,SG,SG
175557,SG,SG,SG
175558,SG,,SG
175559,MY,MY,MY
175560,SG,SG,SG
175561,MY,MY,MY
175562,SG,SG,SG
175563,SG,IN,IN
175564,MY,Malaysia ,MY
175565,SG,SG,SG
175566,HK,Hong Kong,HK
175567,MY,MY,MY
175568,SG,SG,SG
175569,SG,SG,SG
175570,SG,SG,SG
175571,SG,SG,SG
175572,HK,Hong Kong,HK
175573,SG,TW,TW
175574,SG,IN,IN
175575,SG,SG,SG
175576,MY,MY,MY
175577,MY,MY,MY
175578,SG,SG,SG
175579,MY,MY,MY
175580,SG,SG,SG
175581,SG,SG,SG
175582,SG,,SG
175583,MY,Malaysia,MY
175584,SG,,SG
175585,MY,,MY
175586,MY,MY,MY
175587,MY,,MY
175588,MY,,MY
175589,SG,MY,MY
175590,MY,Malaysia,MY
175591,HK,HK,HK
175592,SG,MY,MY
175593,SG,,SG
175594,SG,SG,SG
175595,SG,SG,SG
175596,SG,SG,SG
175597,MY,,MY
175598,SG,CN,CN
175599,SG,SG,SG
175600,SG,SG,SG
175601,SG,SG,SG
175602,SG,IN,IN
175603,HK,Hong Kong,HK
175604,SG,SG,SG
175605,SG,SG,SG
175606,MY,MY,MY
175607,SG,SG,SG
175608,SG,NZ,NZ
175609,SG,MY,MY
175610,MY,MY,MY
175611,MY,,MY
175612,SG,SG,SG
175613,SG,SG,SG
175614,SG,SG,SG
175615,SG,SG,SG
175616,SG,SG,SG
175617,MY,MY,MY
175618,SG,SG,SG
175619,SG,,SG
175620,MY,Malaysia,MY
175621,SG,SG,SG
175622,MY,MY,MY
175623,MY,Malaysia,MY
175624,MY,,MY
175625,MY,,MY
175626,SG,SG,SG
175627,SG,SG,SG
175628,SG,PHL,PH
175629,SG,MY,MY
175630,MY,Malaysia,MY
175631,SG,SG,SG
175632,SG,SG,SG
175633,MY,MY,MY
175634,MY,Malaysia,MY
175635,SG,SG,SG
175636,MY,,MY
175637,SG,SG,SG
175638,SG,SG,SG
175639,MY,Malaysia,MY
175640,SG,TW,TW
175641,SG,SG,SG
175642,MY,Malaysian,MY
175643,MY,Malaysia,MY
175644,SG,SG,SG
175645,SG,MY,MY
175646,SG,SG,SG
175647,MY,,MY
175648,MY,,MY
175649,MY,,MY
175650,SG,SG,SG
175651,SG,SG,SG
175652,MY,,MY
175653,MY,MY,MY
175654,SG,,SG
175655,SG,,SG
175656,SG,SG,SG
175657,SG,SG,SG
175658,MY,MY,MY
175659,SG,SG,SG
175660,MY,MY,MY
175661,SG,SG,SG
175662,MY,Malaysian,MY
175663,SG,MY,MY
175664,SG,SG,SG
175665,MY,MY,MY
175666,SG,SG,SG
175667,MY,Malaysian,MY
175668,MY,MY,MY
175669,SG,SG,SG
175670,TH,,TH
175671,MY,,MY
175672,MY,Malaysia,MY
175673,SG,SG,SG
175674,MY,Malaysian,MY
175675,SG,,SG
175676,SG,SG,SG
175677,MY,MY,MY
175678,MY,MY,MY
175679,SG,SG,SG
175680,SG,SG,SG
175681,SG,SG,SG
175682,MY,Malaysia,MY
175683,SG,MY,MY
175684,MY,MY,MY
175685,SG,MY,MY
175686,MY,MY,MY
175687,MY,Malaysian,MY
175688,SG,SG,SG
175689,MY,,MY
175690,SG,SG,SG
175691,MY,,MY
175692,MY,,MY
175693,SG,SG,SG
175694,SG,SG,SG
175695,MY,MY,MY
175696,SG,SG,SG
175697,SG,PH,PH
175698,SG,SG,SG
175699,SG,SG,SG
175700,MY,,MY
175701,SG,SG,SG
175702,MY,,MY
175703,SG,SG,SG
175704,SG,SG,SG
175705,SG,SG,SG
175706,SG,SG,SG
175707,MY,Malaysia,MY
175708,SG,SG,SG
175709,SG,,SG
175710,MY,Malaysia,MY
175711,MY,Malaysia,MY
175712,MY,Malaysia,MY
175713,SG,SG,SG
175714,SG,SG,SG
175715,SG,SG,SG
175716,SG,SG,SG
175717,SG,SG,SG
175718,SG,SG,SG
175719,SG,SG,SG
175720,SG,SGP,SG
175721,SG,SG,SG
175722,SG,SG,SG
175723,SG,SG,SG
175724,HK,,HK
175725,SG,SG,SG
175726,MY,,MY
175727,MY,Malaysia,MY
175728,MY,MY,MY
175729,SG,SG,SG
175730,SG,CN,CN
175731,SG,SG,SG
175732,SG,SG,SG
175733,SG,MY,MY
175734,SG,SG,SG
175735,SG,SG,SG
175736,HK,Hong kong ,HK
175737,SG,SG,SG
175738,MY,MY,MY
175739,SG,SGP,SG
175740,MY,,MY
175741,SG,,SG
175742,MY,Malaysia,MY
175743,SG,,SG
175744,MY,MY,MY
175745,SG,SG,SG
175746,SG,SG,SG
175747,SG,,SG
175748,MY,MY,MY
175749,SG,MY,MY
175750,SG,SG,SG
175751,MY,Malaysia,MY
175752,SG,SG,SG
175753,MY,Malaysian,MY
175754,MY,,MY
175755,SG,SG,SG
175756,SG,,SG
175757,MY,,MY
175758,SG,MY,MY
175759,MY,MY,MY
175760,SG,SG,SG
175761,MY,Malaysia,MY
175762,TH,,TH
175763,SG,SG,SG
175764,SG,SG,SG
175765,SG,SG,SG
175766,SG,SG,SG
175767,MY,,MY
175768,SG,BU,BG
175769,MY,,MY
175770,SG,SG,SG
175771,SG,SG,SG
175772,SG,SG,SG
175773,SG,SG,SG
175774,MY,MALAYSIA,MY
175775,SG,SG,SG
175776,SG,SG,SG
175777,MY,MY,MY
175778,SG,SG,SG
175779,TH,,TH
175780,SG,SG,SG
175781,MY,,MY
175782,SG,MYS,MY
175783,SG,SG,SG
175784,SG,MMR,MM
175785,MY,Malaysian,MY
175786,SG,SG,SG
175787,MY,,MY
175788,SG,CN,CN
175789,MY,MY,MY
175790,MY,,MY
175791,MY,MY,MY
175792,SG,SG,SG
175793,SG,SG,SG
175794,MY,Malaysian ,MY
175795,SG,American,US
175796,SG,SG,SG
175797,SG,MY,MY
175798,MY,,MY
175799,MY,malaysia,MY
175800,SG,SG,SG
175801,SG,SG,SG
175802,SG,SG,SG
175803,SG,SG,SG
175804,SG,MY,MY
175805,SG,VN,VN
175806,MY,Malaysia,MY
175807,SG,SG,SG
175808,SG,SG,SG
175809,HK,,HK
175810,SG,SG,SG
175811,MY,Malaysia,MY
175812,MY,Malaysia,MY
175813,SG,,SG
175814,MY,Malaysia,MY
175815,MY,MY,MY
175816,SG,SG,SG
175817,MY,,MY
175818,SG,SG,SG
175819,MY,,MY
175820,SG,SG,SG
175821,SG,,SG
175822,MY,Melayu,MY
175823,MY,Malaysian,MY
175824,MY,MY,MY
175825,MY,MY,MY
175826,SG,SG,SG
175827,SG,SG,SG
175828,SG,PH,PH
175829,MY,,MY
175830,SG,AUS,AU
175831,SG,SG,SG
175832,SG,SG,SG
175833,SG,SG,SG
175834,MY,Malaysia,MY
175835,MY,Malaysia,MY
175836,TH,,TH
175837,SG,SG,SG
175838,SG,SGP,SG
175839,MY,,MY
175840,SG,SG,SG
175841,SG,SG,SG
175842,SG,SG,SG
175843,MY,MY,MY
175844,MY,Malaysian,MY
175845,MY,MY,MY
175846,MY,,MY
175847,SG,SG,SG
175848,SG,SG,SG
175849,SG,SG,SG
175850,MY,,MY
175851,SG,SG,SG
175852,MY,,MY
175853,MY,,MY
175854,SG,SG,SG
175855,MY,MY,MY
175856,SG,SG,SG
175857,MY,,MY
175858,MY,Malaysia,MY
175859,HK,,HK
175860,SG,MY,MY
175861,MY,MY,MY
175862,MY,,MY
175863,MY,Malaysia,MY
175864,SG,SG,SG
175865,SG,SG,SG
175866,SG,SG,SG
175867,MY,,MY
175868,MY,,MY
175869,SG,,SG
175870,SG,PH,PH
175871,SG,,SG
175872,MY,MY,MY
175873,MY,Malaysia,MY
175874,MY,,MY
175875,SG,,SG
175876,HK,HK,HK
175877,SG,BU,BG
175878,SG,SG,SG
175879,MY,MY,MY
175880,SG,SG,SG
175881,SG,MY,MY
175882,SG,SG,SG
175883,SG,SG,SG
175884,SG,,SG
175885,SG,,SG
175886,SG,SG,SG
175887,SG,SG,SG
175888,SG,SG,SG
175889,SG,,SG
175890,SG,SG,SG
175891,MY,MY,MY
175892,MY,Malaysian,MY
175893,SG,SG,SG
175894,MY,MY,MY
175895,SG,SG,SG
175896,MY,Malaysia,MY
175897,SG,MY,MY
175898,SG,PH,PH
175899,MY,,MY
175900,SG,SG,SG
175901,MY,,MY
175902,HK,,HK
175903,MY,,MY
175904,MY,,MY
175905,SG,,SG
175906,SG,SG,SG
175907,SG,SG,SG
175908,SG,SG,SG
175909,MY,Malaysia,MY
175910,SG,,SG
175911,SG,SG,SG
175912,SG,SG,SG
175913,MY,Malaysia,MY
175914,MY,,MY
175915,SG,ID,ID
175916,SG,SG,SG
175917,MY,,MY
175918,SG,,SG
175919,SG,SG,SG
175920,MY,,MY
175921,SG,SG,SG
175922,SG,SG,SG
175923,SG,SG,SG
175924,SG,SG,SG
175925,SG,IN,IN
175926,MY,MALAYSIA,MY
175927,MY,MY,MY
175928,SG,SG,SG
175929,SG,SG,SG
175930,MY,MY,MY
175931,SG,MY,MY
175932,MY,,MY
175933,MY,,MY
175934,MY,MY,MY
175935,SG,PH,PH
175936,SG,SG,SG
175937,SG,SG,SG
175938,SG,SG,SG
175939,MY,MY,MY
175940,MY,Malaysia,MY
175941,SG,SG,SG
175942,MY,,MY
175943,MY,Malaysia,MY
175944,SG,,SG
175945,SG,PH,PH
175946,MY,,MY
175947,SG,SG,SG
175948,SG,SG,SG
175949,SG,SG,SG
175950,SG,SG,SG
175951,MY,,MY
175952,SG,,SG
175953,SG,SG,SG
175954,SG,PHL,PH
175955,MY,MY,MY
175956,SG,SG,SG
175957,SG,SG,SG
175958,SG,SG,SG
175959,MY,Malaysia,MY
175960,SG,BU,BG
175961,MY,,MY
175962,SG,SG,SG
175963,SG,SG,SG
175964,MY,Malaysia,MY
175965,SG,SG,SG
175966,MY,,MY
175967,MY,,MY
175968,SG,SG,SG
175969,SG,SG,SG
175970,SG,SGP,SG
175971,MY,Malaysia,MY
175972,MY,Malaysian,MY
175973,SG,SG,SG
175974,MY,Malaysian,MY
175975,MY,Malaysia,MY
175976,SG,SG,SG
175977,SG,PH,PH
175978,SG,SG,SG
175979,MY,Malaysia,MY
175980,MY,Malaysian,MY
175981,MY,MY,MY
175982,SG,MY,MY
175983,SG,,SG
175984,SG,SG,SG
175985,SG,PH,PH
175986,SG,SG,SG
175987,MY,,MY
175988,SG,SG,SG
175989,SG,BU,BG
175990,MY,Malaysia,MY
175991,MY,MY,MY
175992,MY,MY,MY
175993,SG,SG,SG
175994,SG,SG,SG
175995,SG,,SG
175996,SG,SG,SG
175997,MY,MY,MY
175998,SG,MY,MY
175999,MY,MY,MY
176000,SG,SG,SG
176001,SG,SG,SG
176002,MY,MY,MY
176003,SG,SG,SG
176004,SG,SG,SG
176005,SG,SG,SG
176006,MY,malaysian,MY
176007,MY,Malaysian,MY
176008,SG,SG,SG
176009,SG,SG,SG
176010,SG,SG,SG
176011,SG,SG,SG
176012,MY,,MY
176013,SG,Indian ,IN
176014,MY,MY,MY
176015,SG,SG,SG
176016,SG,SG,SG
176017,MY,,MY
176018,SG,SG,SG
176019,MY,MY,MY
176020,MY,,MY
176021,SG,SG,SG
176022,MY,,MY
176023,SG,SG,SG
176024,SG,SG,SG
176025,SG,SG,SG
176026,SG,SG,SG
176027,HK,,HK
176028,MY,,MY
176029,MY,Malaysia,MY
176030,MY,MY,MY
176031,SG,,SG
176032,MY,MALAYSIAN,MY
176033,SG,,SG
176034,SG,SG,SG
176035,SG,SG,SG
176036,SG,SG,SG
176037,SG,SG,SG
176038,SG,SG,SG
176039,SG,SG,SG
176040,SG,SG,SG
176041,MY,MY,MY
176042,SG,SG,SG
176043,SG,SG,SG
176044,SG,SG,SG
176045,SG,PH,PH
176046,SG,SG,SG
176047,SG,SG,SG
176048,MY,MY,MY
176049,MY,Malaysia,MY
176050,MY,MY,MY
176051,SG,SGP,SG
176052,SG,SG,SG
176053,HK,,HK
176054,MY,,MY
176055,SG,SG,SG
176056,MY,,MY
176057,MY,Malaysia ,MY
176058,SG,BU,BG
176059,SG,SG,SG
176060,MY,MY,MY
176061,MY,malaysia,MY
176062,SG,ID,ID
176063,MY,,MY
176064,MY,,MY
176065,SG,,SG
176066,MY,Malaysia,MY
176067,SG,SG,SG
176068,SG,SG,SG
176069,MY,Malaysians,MY
176070,SG,CN,CN
176071,SG,SGP,SG
176072,MY,Malaysian,MY
176073,SG,,SG
176074,SG,SG,SG
176075,SG,SG,SG
176076,MY,MALAYSIA,MY
176077,MY,MY,MY
176078,MY,Malaysia,MY
176079,MY,,MY
176080,SG,SG,SG
176081,HK,HK,HK
176082,MY,MY,MY
176083,SG,SG,SG
176084,SG,SG,SG
176085,SG,SG,SG
176086,SG,,SG
176087,MY,,MY
176088,SG,KOR,KR
176089,SG,SG,SG
176090,MY,Malaysia,MY
176091,SG,PH,PH
176092,SG,SG,SG
176093,SG,,SG
176094,MY,MY,MY
176095,SG,SGP,SG
176096,SG,SG,SG
176097,MY,,MY
176098,HK,,HK
176099,MY,Malaysia ,MY
176100,MY,MY,MY
176101,MY,MY,MY
176102,SG,SG,SG
176103,MY,MY,MY
176104,MY,MY,MY
176105,MY,,MY
176106,SG,SG,SG
176107,MY,Malaysia,MY
176108,MY,,MY
176109,SG,JP,JP
176110,SG,SG,SG
176111,MY,Malaysian,MY
176112,MY,Malaysian,MY
176113,MY,,MY
176114,SG,,SG
176115,MY,MY,MY
176116,SG,MYS,MY
176117,SG,SG,SG
176118,MY,Malaysian,MY
176119,SG,SG,SG
176120,SG,SG,SG
176121,SG,SG,SG
176122,SG,MY,MY
176123,SG,,SG
176124,SG,MYS,MY
176125,SG,SG,SG
176126,MY,Malaysia,MY
176127,SG,SG,SG
176128,SG,SG,SG
176129,MY,MY,MY
176130,MY,Malaysian,MY
176131,SG,SG,SG
176132,MY,MY,MY
176133,MY,,MY
176134,SG,SG,SG
176135,SG,,SG
176136,SG,MY,MY
176137,JP,,JP
176138,MY,,MY
176139,MY,Malaysia,MY
176140,MY,MY,MY
176141,MY,Malaysia,MY
176142,SG,SG,SG
176143,SG,SG,SG
176144,SG,,SG
176145,SG,SG,SG
176146,SG,SG,SG
176147,MY,,MY
176148,SG,IN,IN
176149,SG,,SG
176150,SG,PH,PH
176151,HK,Hong Kong,HK
176152,SG,SG,SG
176153,SG,SG,SG
176154,MY,,MY
176155,MY,Malaysian,MY
176156,SG,SG,SG
176157,MY,,MY
176158,SG,MY,MY
176159,SG,SG,SG
176160,SG,SG,SG
176161,SG,MY,MY
176162,SG,SG,SG
176163,SG,,SG
176164,SG,SG,SG
176165,MY,MY,MY
176166,SG,SG,SG
176167,SG,PH,PH
176168,MY,,MY
176169,SG,MY,MY
176170,SG,SG,SG
176171,MY,MY,MY
176172,SG,SG,SG
176173,MY,Malaysian,MY
176174,HK,,HK
176175,SG,SG,SG
176176,MY,,MY
176177,MY,,MY
176178,MY,MY,MY
176179,MY,,MY
176180,SG,SG,SG
176181,SG,SG,SG
176182,SG,SG,SG
176183,SG,SG,SG
176184,SG,SG,SG
176185,SG,SG,SG
176186,SG,US,US
176187,HK,,HK
176188,SG,MY,MY
176189,MY,Malaysian,MY
176190,SG,SG,SG
176191,SG,SG,SG
176192,MY,,MY
176193,SG,MY,MY
176194,MY,,MY
176195,SG,SG,SG
176196,SG,,SG
176197,MY,Malaysia,MY
176198,SG,SG,SG
176199,MY,,MY
176200,MY,MALAYSIAN,MY
176201,MY,,MY
176202,SG,SG,SG
176203,MY,Malaysia,MY
176204,SG,SG,SG
176205,HK,,HK
176206,SG,SG,SG
176207,MY,,MY
176208,MY,,MY
176209,SG,SG,SG
176210,MY,,MY
176211,SG,SG,SG
176212,SG,,SG
176213,SG,SG,SG
176214,SG,,SG
176215,SG,SG,SG
176216,SG,SG,SG
176217,SG,IL,IL
176218,SG,SG,SG
176219,MY,MY,MY
176220,SG,SG,SG
176221,SG,SG,SG
176222,MY,Malaysia,MY
176223,SG,SG,SG
176224,SG,SG,SG
176225,SG,SG,SG
176226,SG,PH,PH
176227,MY,,MY
176228,SG,SG,SG
176229,SG,,SG
176230,MY,MY,MY
176231,MY,MY,MY
176232,MY,MY,MY
176233,SG,SG,SG
176234,SG,MY,MY
176235,SG,MY,MY
176236,HK,,HK
176237,MY,,MY
176238,SG,,SG
176239,SG,SG,SG
176240,MY,,MY
176241,SG,SGP,SG
176242,HK,Hong kong,HK
176243,SG,SG,SG
176244,MY,Malaysia,MY
176245,SG,SG,SG
176246,MY,Malaysia,MY
176247,SG,,SG
176248,MY,Malaysian,MY
176249,MY,,MY
176250,SG,SG,SG
176251,MY,MY,MY
176252,MY,,MY
176253,SG,SG,SG
176254,SG,SGP,SG
176255,SG,SG,SG
176256,SG,MY,MY
176257,MY,MY,MY
176258,SG,PHL,PH
176259,MY,MY,MY
176260,SG,ID,ID
176261,MY,MY,MY
176262,MY,,MY
176263,SG,PH,PH
176264,SG,SG,SG
176265,SG,SGP,SG
176266,SG,SG,SG
176267,SG,SG,SG
176268,SG,SG,SG
176269,SG,SG,SG
176270,SG,MY,MY
176271,SG,SG,SG
176272,SG,MY,MY
176273,SG,SG,SG
176274,SG,SG,SG
176275,SG,IN,IN
176276,MY,,MY
176277,MY,Malaysian,MY
176278,SG,SG,SG
176279,MY,Malaysian,MY
176280,SG,SG,SG
176281,MY,,MY
176282,MY,MY,MY
176283,SG,SGP,SG
176284,MY,MY,MY
176285,SG,PH,PH
176286,SG,SG,SG
176287,SG,,SG
176288,SG,SG,SG
176289,SG,SG,SG
176290,SG,SG,SG
176291,MY,Malaysia,MY
176292,MY,MY,MY
176293,MY,Malaysian,MY
176294,SG,SG,SG
176295,SG,SG,SG
176296,MY,Malaysia,MY
176297,SG,PH,PH
176298,MY,Malaysia,MY
176299,MY,Malaysia,MY
176300,SG,SG,SG
176301,MY,MY,MY
176302,SG,SG,SG
176303,MY,,MY
176304,SG,SG,SG
176305,SG,SG,SG
176306,SG,SG,SG
176307,SG,SG,SG
176308,SG,MY,MY
176309,SG,SG,SG
176310,SG,MYS,MY
176311,SG,SG,SG
176312,MY,MY,MY
176313,SG,SG,SG
176314,SG,SG,SG
176315,SG,MY,MY
176316,SG,SG,SG
176317,SG,,SG
176318,SG,SG,SG
176319,MY,,MY
176320,SG,SG,SG
176321,SG,IDN,ID
176322,SG,,SG
176323,MY,,MY
176324,SG,SG,SG
176325,SG,SG,SG
176326,SG,PH,PH
176327,SG,SGP,SG
176328,SG,SG,SG
176329,SG,MY,MY
176330,SG,SG,SG
176331,SG,SG,SG
176332,SG,SG,SG
176333,MY,Melaka,MY
176334,MY,MY,MY
176335,SG,,SG
176336,SG,PH,PH
176337,MY,MY,MY
176338,MY,Malaysia,MY
176339,HK,HK,HK
176340,MY,MY,MY
176341,HK,,HK
176342,SG,SG,SG
176343,SG,SG,SG
176344,SG,SGP,SG
176345,MY,MALAYSIA,MY
176346,SG,SG,SG
176347,MY,Malaysia,MY
176348,SG,,SG
176349,MY,MY,MY
176350,MY,MY,MY
176351,SG,SG,SG
176352,SG,SG,SG
176353,SG,PH,PH
176354,SG,SG,SG
176355,SG,SG,SG
176356,SG,SG,SG
176357,SG,SGP,SG
176358,SG,SG,SG
176359,SG,SG,SG
176360,SG,SG,SG
176361,SG,SG,SG
176362,MY,MALAYSIA,MY
176363,MY,,MY
176364,SG,NP,NP
176365,MY,MY,MY
176366,SG,SG,SG
176367,SG,,SG
176368,MY,MY,MY
176369,SG,SG,SG
176370,SG,SG,SG
176371,SG,VNM,VN
176372,SG,SG,SG
176373,SG,SG,SG
176374,SG,SG,SG
176375,SG,SG,SG
176376,SG,SG,SG
176377,TH,Thailand,TH
176378,SG,SG,SG
176379,SG,SG,SG
176380,MY,Malaysia,MY
176381,SG,SG,SG
176382,MY,MY,MY
176383,MY,Malaysia,MY
176384,SG,,SG
176385,SG,SG,SG
176386,SG,SG,SG
176387,SG,SG,SG
176388,MY,,MY
176389,HK,,HK
176390,SG,SG,SG
176391,SG,MY,MY
176392,MY,Malaysia,MY
176393,SG,SG,SG
176394,SG,SG,SG
176395,SG,SG,SG
176396,SG,SG,SG
176397,SG,SG,SG
176398,SG,SG,SG
176399,MY,malaysia,MY
176400,MY,,MY
176401,MY,Malaysia,MY
176402,MY,Malaysia,MY
176403,MY,Chinese ,CN
176404,MY,,MY
176405,MY,,MY
176406,MY,MY,MY
176407,SG,PH,PH
176408,MY,MY,MY
176409,SG,SG,SG
176410,HK,Hong Kong,HK
176411,SG,,SG
176412,SG,SG,SG
176413,SG,,SG
176414,TH,Thailand,TH
176415,MY,MY,MY
176416,SG,SG,SG
176417,SG,SG,SG
176418,SG,ID,ID
